title	fact
Eau Claire Schools Canceled Veterans Day Over Gun Salute	Eau Claire schools canceled a planned Veterans Day ceremony over concerns about a 21-gun salute.
Ebola Found in Hair Extensions?	CNN reported that Ebola has been found in packages of hair extensions.
Ebola Is Fake, Ghana Fights Back	The Ebola virus doesn’t exist, victims of the disease previously got “shots” from the Red Cross, and the Ebola crisis was invented to rob Africa of her natural resources.
Ebola in Chocolate Warning	African health officials confirmed that a factory worker suffering from Ebola bled into a batch of chocolate, potentially infecting millions of pieces.
Ebola in Doritos	Three Doritos factory workers have tested positive for Ebola.
Ecstasy in Halloween Candy?	Parents should keep any eye out for drug-laced Gummy bears and ecstasy (MDMA) disguised as Halloween candy being distributed to trick-or-treaters.
Ed Koch on Anti-Semitism	Former New York mayor Ed Koch delivered a radio address on anti-semitism.
Ed Mezvinsky — Father of the Groom	The father of Chelsea Clinton's husband is a former congressman who pled guilty to fraud charges.
Eddie Murphy Death Hoax	Actor/comedia Eddie Murphy died in a car crash in 2018.
Edison Electric Chair	Locked in a war with Westinghouse over which of them would control the future of electric power, Edison worked to discredit his rival’s alternating current with claims that it was unsafe — so unsafe that it could be used to kill people.
Edith Burns	Before she dies, Edith Burns, a woman who believes in Easter, convinces another woman to believe too.
Edward G. Robinson Aided the French Resistance	Edward G. Robinson personally funded the French Resistance in World War II.
Edward Krawetz	A police officer convicted of assault for kicking a handcuffed woman is engaged in hearings to retain his job.
Edward Mordrake, the Man with Two Faces	A nineteenth-century British man named Edward Mordrake (also spelled 'Mordake') was born with a rare medical condition in the form of a extra face on the back of his head.
Edward R. Murrow on Restraint	In 1941, newsman Edward R. Murrow penned a piece about the need for restraint in the U.S. response to the attack on Pearl Harbor.
Edward Snowden Said Osama bin Laden is Alive	Edward Snowden claimed Osama bin Laden was alive in the Bahamas, funded by the CIA.
Eelskin Demagnitizes	Eelskin wallets demagnetize credit cards due to leftover charges from the electric eels used to make them.
Egg Balancing on the Equinox	A special property of the equinox allows eggs (or brooms) to be balanced on their ends that day.
Egg Whites Prevent Burns?	Treat burns with egg whites.
Eggs and Gas Prices	Consumers’ buying only a few gallons of gas at a time will bring down the price of gasoline.
Ehud Olmert Speech	E-mail reproduces a speech by Israeli Prime Minister Ehud Olmert about what Israel is fighting for in Lebanon.
Eiffel Tower Set Ablaze by Terrorists	Fire and smoke billowing from the vicinity of the Eiffel Tower were evidence of a Bastille Day terrorist attack in Paris.
Eiffel Tower Suicide	A photograph shows a suicide victim stepping off the Eiffel Tower.
Eight Glasses of Water Per Day?	The average person needs to drink eight glasses of water per day to avoid being “chronically dehydrated.”
Eileen Davidson Was a Man	Soap opera actress Eileen Davidson used to be a man.
Einstein and Compound Interest	Albert Einstein once declared compound interest to be “the most powerful force in the universe.”
Einstein on Bees	Albert Einstein predicted that if something eliminated bees from our planet, mankind would soon perish.
Eisenhower Rice for Peace	Bags of rice sent to President Eisenhower helped dissuade him from launching an attack against China.
Ejaculate in Bath Water Causes Pregnancy	A boy’s mother becomes pregnant after using the same bathwater he’d ejaculated in.
El Paso Gun Battle	Photographs show an attempted robbery in El Paso, Texas, that ended with all of the assailants shot by their would-be victim.
Elaborate Welfare Housing Project	Video clip shows Tacoma  housing development “built for illegal immigrants” who are receiving “refugee pay.”
Elderly Patient Executed by Obamacare Death Panels	Obamacare “death panels” have executed a senior citizen named Dorothy Zbornak (or “Zborknak”) because she had outlived her usefulness.
Election Sign Theft	Election sign thief gets arrested for pilferage, DUI, and sales tax evasion.
Electoral College Elector Commits Suicide to Avoid Voting for Donald Trump?	A member of the Electoral College committed suicide to avoid casting a vote for Donald Trump.
Electric Light Orchestra’s No Answer	A record label inadvertently mistitled the U.S. version of the Electric Light Orchestra’s debut album because of a misunderstood phone message.
Electrocuted Bear	Photographs show a brown bear that was electrocuted when it chewed through a power line.
Electronic Pickpocketing	Card-skimming thieves can make fraudulent purchases with information read from RFID-enabled credit cards carried in pockets and purses.
Elementary School Production of ‘Scarface’	Video clip shows an elementary school stage production of Scarface.
Elena Burns	Elena Burns posted disparaging remarks about soldiers on Facebook with the goal of “making her famous.”
Elephant Defecates on Man	A zookeeper in Paderborn, Germany, was killed when an elephant defecated on him.
Elephant Painting	Video clip shows an elephant painting a picture of an elephant.
Elephant Rescue During Tsunami	During the December 2004 tsunami, elephants in Phuket, Thailand, who had broken free from their handlers returned to the beach as soon as the waves had subsided to rescue 42 people.
Elephant Sits on Car	An elephant sits on and squashes a little red car, and the drivers have a hard time getting the police to believe their story.
Elevator Ghost in Singapore’s Raffles Place	Security camera footage captures a ghost in a Singapore office building’s elevator.
Eleven Dollars	A man with Down syndrome who refused to leave a movie theater died after being handcuffed by mall security.
Elizabeth Hurley	The latest thing in the world of fashion, thanks to Elizabeth Hurley: sequinned pubic hair extensions!
Elizabeth Smart	A 14-year-old Salt Lake City girl by the name of Elizabeth Smart is missing.
Elizabeth Warren Pays Female Staffers Less Than Their Male Counterparts?	An analysis determined that Senator Elizabeth Warren pays her female staffers less than their male counterparts.
Elk on Canadian Highway in Banff	Photograph shows elk traversing a specially-constructed wildlife overpass in Banff, Alberta.
Elmer McCurdy	The “hanging man” in a funhouse turns out to be the corpse of an outlaw.
Elon Musk Was an Undocumented Immigrant?	Tesla CEO Elon Musk was an 'illegal immigrant.'
Elongated Skulls Found in Peru Could Be Aliens?	Cone-shaped skulls found in Latin America are of alien, not human, origin.
Elsa to Have Female Love Interest in ‘Frozen’ Sequel	Elsa will have a female love interest in the sequel to 'Frozen.'
Elvis’ Motorcycle Sells for Millions	A motorcycle enthusiast buys an old machine, then discovers the bike once belonged to Elvis Presley and sells it for millions of dollars.
Emaciated Models	Photographs show a series of frighteningly emaciated models.
Email Surcharges	The U.S. Postal Service is going to impose a 5¢ surcharge on every e-mail message sent via the Internet.
Embarrassing Wrong Bible Verse on Wedding Cake	Bride’s mix-up results in an embarrassingly inappropriate Bible verse being inscribed on her wedding cake.
Emboldened by Election, Texas Republicans Kill Medicaid Funding for Children with Disabilities?	Republicans in Texas made significant cuts to Medicaid after they were 'emboldened' by the results of the 2016 general election.
Emergency Gideon Bibles Rushed to Nepal	Gideons International sent 100,000 paperback Bibles to Nepal as a form of earthquake disaster relief.
Emergency Weather Bulletin	North Dakotans weathered a severe blizzard in 2005 without requesting assistance from the federal government.
Eminem Stabbed	Rapper Eminem was nearly killed by a fan in New York who stabbed him four times.
Eminem and President Bush	George W. Bush once described rapper Eminem as “the most dangerous threat to American children since polio.”
Emma Watson as ‘The Little Mermaid’	Emma Watson will be starring in a live-action version of The Little Mermaid.
Emory Students Traumatized by Trump Graffiti?	Students at Emory University were offered 'emergency counseling' after pro-Trump graffiti appeared overnight in campus 'safe spaces.'
Emoticon (Smiley) Origin	The emoticon was invented in 1982 by a professor at Carnegie Mellon University.
Employment Airfare Scam	Job seekers are lured into wiring part of the cost of their airfare for travel to exotic interview location.
End of Domino’s Pizza Delivery Guarantee	Domino’s Pizza ended its “30 minutes or it’s free” guarantee because a speeding delivery driver hit and killed a child.
Energy Drink Results in Hole in Expectant Father’s Skull?	Energy drinks caused an expectant father to lose a large portion of his skull.
Engagement Chicken	Preparing ‘Engagement Chicken’ (a lemon and herb flavored roast chicken dish) will inspire your boyfriend to propose marriage to you.
Enlarged Prostate Captioning Error	Captioning glitch on national TV news program transforms an “enlarged prostate” into something considerably more exciting.
Entire Goldman Sachs Executive Board Arrested by FBI	The entire Goldman Sachs executive board was arrested by the FBI.
Eos Lip Balm Mold Problem	Eos brand lip balm can grow black or green mold under some conditions.
Epidurals and Tattoos	Women in childbirth with tattoos on their lower backs should not receive anesthetic via epidural injection.
Equestrian Statue Code	The number of hooves lifted into the air on equestrian statues reveals how the riders died.
Equitable Distribution	During an interview with the Wall Street Journal, Barack Obama said, “a strong government hand is needed to assure that wealth is distributed more equitably.”
Erasers Thrown at Clock	Students who throughout the semester have advanced the classroom clock by throwing erasers at it inspire their professor to do the same thing during their final exam.
Eric Clapton Upstaged	After the beleaguered lead guitarist of a band responds to heckling by asking if anyone in the audience thinks he can do better, Eric Clapton steps onto the stage and shows him up.
